genre,sample_rate,artist,length,song_name,part,file_path
acoustic,48000,David Gray,10222168,Babylon,1,../data/song_mels/acoustic/David Gray_Babylon_part1
acoustic,48000,David Gray,10222168,Babylon,2,../data/song_mels/acoustic/David Gray_Babylon_part2
acoustic,48000,David Gray,10222168,Babylon,3,../data/song_mels/acoustic/David Gray_Babylon_part3
acoustic,44100,Death Cab for Cutie,10627072,I Will Follow You Into The Dark,1,../data/song_mels/acoustic/Death Cab for Cutie_I Will Follow You Into The Dark_part1
acoustic,44100,Death Cab for Cutie,10627072,I Will Follow You Into The Dark,2,../data/song_mels/acoustic/Death Cab for Cutie_I Will Follow You Into The Dark_part2
acoustic,44100,Death Cab for Cutie,10627072,I Will Follow You Into The Dark,3,../data/song_mels/acoustic/Death Cab for Cutie_I Will Follow You Into The Dark_part3
acoustic,44100,Death Cab for Cutie,10627072,I Will Follow You Into The Dark,4,../data/song_mels/acoustic/Death Cab for Cutie_I Will Follow You Into The Dark_part4
acoustic,48000,Dispatch,11850537,The General,1,../data/song_mels/acoustic/Dispatch_The General_part1
acoustic,48000,Dispatch,11850537,The General,2,../data/song_mels/acoustic/Dispatch_The General_part2
acoustic,48000,Dispatch,11850537,The General,3,../data/song_mels/acoustic/Dispatch_The General_part3
acoustic,48000,Dispatch,11850537,The General,4,../data/song_mels/acoustic/Dispatch_The General_part4
acoustic,48000,Eddie Vedder,11348986,Society,1,../data/song_mels/acoustic/Eddie Vedder_Society_part1
acoustic,48000,Eddie Vedder,11348986,Society,2,../data/song_mels/acoustic/Eddie Vedder_Society_part2
acoustic,48000,Eddie Vedder,11348986,Society,3,../data/song_mels/acoustic/Eddie Vedder_Society_part3
acoustic,48000,Eric Clapton,13195251,Tears in Heaven,1,../data/song_mels/acoustic/Eric Clapton_Tears in Heaven_part1
acoustic,48000,Eric Clapton,13195251,Tears in Heaven,2,../data/song_mels/acoustic/Eric Clapton_Tears in Heaven_part2
acoustic,48000,Eric Clapton,13195251,Tears in Heaven,3,../data/song_mels/acoustic/Eric Clapton_Tears in Heaven_part3
acoustic,48000,Eric Clapton,13195251,Tears in Heaven,4,../data/song_mels/acoustic/Eric Clapton_Tears in Heaven_part4
acoustic,48000,Extreme,12264595,More Than Words,1,../data/song_mels/acoustic/Extreme_More Than Words_part1
acoustic,48000,Extreme,12264595,More Than Words,2,../data/song_mels/acoustic/Extreme_More Than Words_part2
acoustic,48000,Extreme,12264595,More Than Words,3,../data/song_mels/acoustic/Extreme_More Than Words_part3
acoustic,48000,Extreme,12264595,More Than Words,4,../data/song_mels/acoustic/Extreme_More Than Words_part4
acoustic,48000,Flowers From the Man Who Shot Your Cousin,8162465,Lay Down Your Arms,1,../data/song_mels/acoustic/Flowers From the Man Who Shot Your Cousin_Lay Down Your Arms_part1
acoustic,48000,Flowers From the Man Who Shot Your Cousin,8162465,Lay Down Your Arms,2,../data/song_mels/acoustic/Flowers From the Man Who Shot Your Cousin_Lay Down Your Arms_part2
acoustic,48000,Gary Jules,9096320,Mad World,1,../data/song_mels/acoustic/Gary Jules_Mad World_part1
acoustic,48000,Gary Jules,9096320,Mad World,2,../data/song_mels/acoustic/Gary Jules_Mad World_part2
acoustic,48000,Gary Jules,9096320,Mad World,3,../data/song_mels/acoustic/Gary Jules_Mad World_part3
acoustic,48000,Green Day,7261345,Good Riddance (Time of Your Life),1,../data/song_mels/acoustic/Green Day_Good Riddance (Time of Your Life)_part1
acoustic,48000,Green Day,7261345,Good Riddance (Time of Your Life),2,../data/song_mels/acoustic/Green Day_Good Riddance (Time of Your Life)_part2
acoustic,44100,Iron & Wine,11001856,"Flightless Bird, American Mouth",1,"../data/song_mels/acoustic/Iron & Wine_Flightless Bird, American Mouth_part1"
acoustic,44100,Iron & Wine,11001856,"Flightless Bird, American Mouth",2,"../data/song_mels/acoustic/Iron & Wine_Flightless Bird, American Mouth_part2"
acoustic,44100,Iron & Wine,11001856,"Flightless Bird, American Mouth",3,"../data/song_mels/acoustic/Iron & Wine_Flightless Bird, American Mouth_part3"
acoustic,44100,Iron & Wine,11001856,"Flightless Bird, American Mouth",4,"../data/song_mels/acoustic/Iron & Wine_Flightless Bird, American Mouth_part4"
acoustic,48000,Iron & Wine,7594040,Naked as We Came,1,../data/song_mels/acoustic/Iron & Wine_Naked as We Came_part1
acoustic,48000,Iron & Wine,7594040,Naked as We Came,2,../data/song_mels/acoustic/Iron & Wine_Naked as We Came_part2
acoustic,44100,Iron & Wine,10624000,Passing Afternoon,1,../data/song_mels/acoustic/Iron & Wine_Passing Afternoon_part1
acoustic,44100,Iron & Wine,10624000,Passing Afternoon,2,../data/song_mels/acoustic/Iron & Wine_Passing Afternoon_part2
acoustic,44100,Iron & Wine,10624000,Passing Afternoon,3,../data/song_mels/acoustic/Iron & Wine_Passing Afternoon_part3
acoustic,44100,Iron & Wine,10624000,Passing Afternoon,4,../data/song_mels/acoustic/Iron & Wine_Passing Afternoon_part4
acoustic,48000,Iron & Wine,12048371,Such Great Heights,1,../data/song_mels/acoustic/Iron & Wine_Such Great Heights_part1
acoustic,48000,Iron & Wine,12048371,Such Great Heights,2,../data/song_mels/acoustic/Iron & Wine_Such Great Heights_part2
acoustic,48000,Iron & Wine,12048371,Such Great Heights,3,../data/song_mels/acoustic/Iron & Wine_Such Great Heights_part3
acoustic,48000,Iron & Wine,12048371,Such Great Heights,4,../data/song_mels/acoustic/Iron & Wine_Such Great Heights_part4
acoustic,44100,Jack Johnson,12370944,Banana Pancakes,1,../data/song_mels/acoustic/Jack Johnson_Banana Pancakes_part1
acoustic,44100,Jack Johnson,12370944,Banana Pancakes,2,../data/song_mels/acoustic/Jack Johnson_Banana Pancakes_part2
acoustic,44100,Jack Johnson,12370944,Banana Pancakes,3,../data/song_mels/acoustic/Jack Johnson_Banana Pancakes_part3
acoustic,44100,Jack Johnson,12370944,Banana Pancakes,4,../data/song_mels/acoustic/Jack Johnson_Banana Pancakes_part4
acoustic,44100,Jack Johnson,11484160,Better Together,1,../data/song_mels/acoustic/Jack Johnson_Better Together_part1
acoustic,44100,Jack Johnson,11484160,Better Together,2,../data/song_mels/acoustic/Jack Johnson_Better Together_part2
acoustic,44100,Jack Johnson,11484160,Better Together,3,../data/song_mels/acoustic/Jack Johnson_Better Together_part3
acoustic,44100,Jack Johnson,11484160,Better Together,4,../data/song_mels/acoustic/Jack Johnson_Better Together_part4
acoustic,48000,Jack Johnson,10275666,Breakdown,1,../data/song_mels/acoustic/Jack Johnson_Breakdown_part1
acoustic,48000,Jack Johnson,10275666,Breakdown,2,../data/song_mels/acoustic/Jack Johnson_Breakdown_part2
acoustic,48000,Jack Johnson,10275666,Breakdown,3,../data/song_mels/acoustic/Jack Johnson_Breakdown_part3
acoustic,48000,Jack Johnson,13523973,Flake,1,../data/song_mels/acoustic/Jack Johnson_Flake_part1
acoustic,48000,Jack Johnson,13523973,Flake,2,../data/song_mels/acoustic/Jack Johnson_Flake_part2
acoustic,48000,Jack Johnson,13523973,Flake,3,../data/song_mels/acoustic/Jack Johnson_Flake_part3
acoustic,48000,Jack Johnson,13523973,Flake,4,../data/song_mels/acoustic/Jack Johnson_Flake_part4
acoustic,44100,Jack Johnson,9383936,Never Know,1,../data/song_mels/acoustic/Jack Johnson_Never Know_part1
acoustic,44100,Jack Johnson,9383936,Never Know,2,../data/song_mels/acoustic/Jack Johnson_Never Know_part2
acoustic,44100,Jack Johnson,9383936,Never Know,3,../data/song_mels/acoustic/Jack Johnson_Never Know_part3
acoustic,48000,Jack Johnson,9093120,No Other Way,1,../data/song_mels/acoustic/Jack Johnson_No Other Way_part1
acoustic,48000,Jack Johnson,9093120,No Other Way,2,../data/song_mels/acoustic/Jack Johnson_No Other Way_part2
acoustic,48000,Jack Johnson,9093120,No Other Way,3,../data/song_mels/acoustic/Jack Johnson_No Other Way_part3
acoustic,48000,Jack Johnson,8818560,"Sitting, Waiting, Wishing",1,"../data/song_mels/acoustic/Jack Johnson_Sitting, Waiting, Wishing_part1"
acoustic,48000,Jack Johnson,8818560,"Sitting, Waiting, Wishing",2,"../data/song_mels/acoustic/Jack Johnson_Sitting, Waiting, Wishing_part2"
acoustic,48000,Jack Johnson,8818560,"Sitting, Waiting, Wishing",3,"../data/song_mels/acoustic/Jack Johnson_Sitting, Waiting, Wishing_part3"
acoustic,48000,Jack Johnson,11485440,Taylor,1,../data/song_mels/acoustic/Jack Johnson_Taylor_part1
acoustic,48000,Jack Johnson,11485440,Taylor,2,../data/song_mels/acoustic/Jack Johnson_Taylor_part2
acoustic,48000,Jack Johnson,11485440,Taylor,3,../data/song_mels/acoustic/Jack Johnson_Taylor_part3
acoustic,48000,Jack Johnson,8995597,Upside Down,1,../data/song_mels/acoustic/Jack Johnson_Upside Down_part1
acoustic,48000,Jack Johnson,8995597,Upside Down,2,../data/song_mels/acoustic/Jack Johnson_Upside Down_part2
acoustic,48000,Jack Johnson,8995597,Upside Down,3,../data/song_mels/acoustic/Jack Johnson_Upside Down_part3
acoustic,48000,James Taylor,9627815,Fire and Rain,1,../data/song_mels/acoustic/James Taylor_Fire and Rain_part1
acoustic,48000,James Taylor,9627815,Fire and Rain,2,../data/song_mels/acoustic/James Taylor_Fire and Rain_part2
acoustic,48000,James Taylor,9627815,Fire and Rain,3,../data/song_mels/acoustic/James Taylor_Fire and Rain_part3
acoustic,44100,Jason Mraz,9782272,I'm Yours,1,../data/song_mels/acoustic/Jason Mraz_I'm Yours_part1
acoustic,44100,Jason Mraz,9782272,I'm Yours,2,../data/song_mels/acoustic/Jason Mraz_I'm Yours_part2
acoustic,44100,Jason Mraz,9782272,I'm Yours,3,../data/song_mels/acoustic/Jason Mraz_I'm Yours_part3
acoustic,48000,Jason Mraz,10394924,You And I Both,1,../data/song_mels/acoustic/Jason Mraz_You And I Both_part1
acoustic,48000,Jason Mraz,10394924,You And I Both,2,../data/song_mels/acoustic/Jason Mraz_You And I Both_part2
acoustic,48000,Jason Mraz,10394924,You And I Both,3,../data/song_mels/acoustic/Jason Mraz_You And I Both_part3
acoustic,48000,Jeff Buckley,18899558,Hallelujah,1,../data/song_mels/acoustic/Jeff Buckley_Hallelujah_part1
acoustic,48000,Jeff Buckley,18899558,Hallelujah,2,../data/song_mels/acoustic/Jeff Buckley_Hallelujah_part2
acoustic,48000,Jeff Buckley,18899558,Hallelujah,3,../data/song_mels/acoustic/Jeff Buckley_Hallelujah_part3
acoustic,48000,Jeff Buckley,18899558,Hallelujah,4,../data/song_mels/acoustic/Jeff Buckley_Hallelujah_part4
acoustic,48000,Jeff Buckley,18899558,Hallelujah,5,../data/song_mels/acoustic/Jeff Buckley_Hallelujah_part5
acoustic,48000,Jeff Buckley,18899558,Hallelujah,6,../data/song_mels/acoustic/Jeff Buckley_Hallelujah_part6
acoustic,48000,John Lennon,10940800,Working Class Hero,1,../data/song_mels/acoustic/John Lennon_Working Class Hero_part1
acoustic,48000,John Lennon,10940800,Working Class Hero,2,../data/song_mels/acoustic/John Lennon_Working Class Hero_part2
acoustic,48000,John Lennon,10940800,Working Class Hero,3,../data/song_mels/acoustic/John Lennon_Working Class Hero_part3
acoustic,48000,John Mayer,11435921,Daughters,1,../data/song_mels/acoustic/John Mayer_Daughters_part1
acoustic,48000,John Mayer,11435921,Daughters,2,../data/song_mels/acoustic/John Mayer_Daughters_part2
acoustic,48000,John Mayer,11435921,Daughters,3,../data/song_mels/acoustic/John Mayer_Daughters_part3
acoustic,48000,John Mayer,9666003,Waiting on the World to Change,1,../data/song_mels/acoustic/John Mayer_Waiting on the World to Change_part1
acoustic,48000,John Mayer,9666003,Waiting on the World to Change,2,../data/song_mels/acoustic/John Mayer_Waiting on the World to Change_part2
acoustic,48000,John Mayer,9666003,Waiting on the World to Change,3,../data/song_mels/acoustic/John Mayer_Waiting on the World to Change_part3
acoustic,48000,John Mayer,12326453,Your Body Is a Wonderland,1,../data/song_mels/acoustic/John Mayer_Your Body Is a Wonderland_part1
acoustic,48000,John Mayer,12326453,Your Body Is a Wonderland,2,../data/song_mels/acoustic/John Mayer_Your Body Is a Wonderland_part2
acoustic,48000,John Mayer,12326453,Your Body Is a Wonderland,3,../data/song_mels/acoustic/John Mayer_Your Body Is a Wonderland_part3
acoustic,48000,John Mayer,12326453,Your Body Is a Wonderland,4,../data/song_mels/acoustic/John Mayer_Your Body Is a Wonderland_part4
acoustic,48000,Johnny Cash,10960562,Hurt,1,../data/song_mels/acoustic/Johnny Cash_Hurt_part1
acoustic,48000,Johnny Cash,10960562,Hurt,2,../data/song_mels/acoustic/Johnny Cash_Hurt_part2
acoustic,48000,Johnny Cash,10960562,Hurt,3,../data/song_mels/acoustic/Johnny Cash_Hurt_part3
acoustic,48000,Johnny Cash,10067244,Personal Jesus,1,../data/song_mels/acoustic/Johnny Cash_Personal Jesus_part1
acoustic,48000,Johnny Cash,10067244,Personal Jesus,2,../data/song_mels/acoustic/Johnny Cash_Personal Jesus_part2
acoustic,48000,Johnny Cash,10067244,Personal Jesus,3,../data/song_mels/acoustic/Johnny Cash_Personal Jesus_part3
acoustic,44100,Joshua Radin,8550400,Closer,1,../data/song_mels/acoustic/Joshua Radin_Closer_part1
acoustic,44100,Joshua Radin,8550400,Closer,2,../data/song_mels/acoustic/Joshua Radin_Closer_part2
acoustic,44100,Joshua Radin,8550400,Closer,3,../data/song_mels/acoustic/Joshua Radin_Closer_part3
acoustic,48000,Joshua Radin,9853249,Winter,1,../data/song_mels/acoustic/Joshua Radin_Winter_part1
acoustic,48000,Joshua Radin,9853249,Winter,2,../data/song_mels/acoustic/Joshua Radin_Winter_part2
acoustic,48000,Joshua Radin,9853249,Winter,3,../data/song_mels/acoustic/Joshua Radin_Winter_part3
acoustic,48000,José Gonzales,7818624,Heartbeats,1,../data/song_mels/acoustic/José Gonzales_Heartbeats_part1
acoustic,48000,José Gonzales,7818624,Heartbeats,2,../data/song_mels/acoustic/José Gonzales_Heartbeats_part2
acoustic,48000,José González,7866550,Crosses,1,../data/song_mels/acoustic/José González_Crosses_part1
acoustic,48000,José González,7866550,Crosses,2,../data/song_mels/acoustic/José González_Crosses_part2
acoustic,48000,José González,9550089,Teardrop,1,../data/song_mels/acoustic/José González_Teardrop_part1
acoustic,48000,José González,9550089,Teardrop,2,../data/song_mels/acoustic/José González_Teardrop_part2
acoustic,48000,José González,9550089,Teardrop,3,../data/song_mels/acoustic/José González_Teardrop_part3
acoustic,48000,Justin Nozuka,12290230,After Tonight,1,../data/song_mels/acoustic/Justin Nozuka_After Tonight_part1
acoustic,48000,Justin Nozuka,12290230,After Tonight,2,../data/song_mels/acoustic/Justin Nozuka_After Tonight_part2
acoustic,48000,Justin Nozuka,12290230,After Tonight,3,../data/song_mels/acoustic/Justin Nozuka_After Tonight_part3
acoustic,48000,Justin Nozuka,12290230,After Tonight,4,../data/song_mels/acoustic/Justin Nozuka_After Tonight_part4
acoustic,48000,Juzhin,15272229,Mindsteallers,1,../data/song_mels/acoustic/Juzhin_Mindsteallers_part1
acoustic,48000,Juzhin,15272229,Mindsteallers,2,../data/song_mels/acoustic/Juzhin_Mindsteallers_part2
acoustic,48000,Juzhin,15272229,Mindsteallers,3,../data/song_mels/acoustic/Juzhin_Mindsteallers_part3
acoustic,48000,Juzhin,15272229,Mindsteallers,4,../data/song_mels/acoustic/Juzhin_Mindsteallers_part4
acoustic,48000,Juzhin,15272229,Mindsteallers,5,../data/song_mels/acoustic/Juzhin_Mindsteallers_part5
acoustic,48000,Juzhin,11749669,Railways,1,../data/song_mels/acoustic/Juzhin_Railways_part1
acoustic,48000,Juzhin,11749669,Railways,2,../data/song_mels/acoustic/Juzhin_Railways_part2
acoustic,48000,Juzhin,11749669,Railways,3,../data/song_mels/acoustic/Juzhin_Railways_part3
acoustic,48000,Juzhin,11749669,Railways,4,../data/song_mels/acoustic/Juzhin_Railways_part4
acoustic,48000,Juzhin,22754813,Sakhalin,1,../data/song_mels/acoustic/Juzhin_Sakhalin_part1
acoustic,48000,Juzhin,22754813,Sakhalin,2,../data/song_mels/acoustic/Juzhin_Sakhalin_part2
acoustic,48000,Juzhin,22754813,Sakhalin,3,../data/song_mels/acoustic/Juzhin_Sakhalin_part3
acoustic,48000,Juzhin,22754813,Sakhalin,4,../data/song_mels/acoustic/Juzhin_Sakhalin_part4
acoustic,48000,Juzhin,22754813,Sakhalin,5,../data/song_mels/acoustic/Juzhin_Sakhalin_part5
acoustic,48000,Juzhin,22754813,Sakhalin,6,../data/song_mels/acoustic/Juzhin_Sakhalin_part6
acoustic,48000,Juzhin,22754813,Sakhalin,7,../data/song_mels/acoustic/Juzhin_Sakhalin_part7
acoustic,48000,Juzhin,13073764,Tupona,1,../data/song_mels/acoustic/Juzhin_Tupona_part1
acoustic,48000,Juzhin,13073764,Tupona,2,../data/song_mels/acoustic/Juzhin_Tupona_part2
acoustic,48000,Juzhin,13073764,Tupona,3,../data/song_mels/acoustic/Juzhin_Tupona_part3
acoustic,48000,Juzhin,13073764,Tupona,4,../data/song_mels/acoustic/Juzhin_Tupona_part4
acoustic,48000,Kings of Convenience,9285760,Homesick,1,../data/song_mels/acoustic/Kings of Convenience_Homesick_part1
acoustic,48000,Kings of Convenience,9285760,Homesick,2,../data/song_mels/acoustic/Kings of Convenience_Homesick_part2
acoustic,48000,Kings of Convenience,9285760,Homesick,3,../data/song_mels/acoustic/Kings of Convenience_Homesick_part3
acoustic,48000,Kings of Convenience,9043523,Misread,1,../data/song_mels/acoustic/Kings of Convenience_Misread_part1
acoustic,48000,Kings of Convenience,9043523,Misread,2,../data/song_mels/acoustic/Kings of Convenience_Misread_part2
acoustic,48000,Kings of Convenience,9043523,Misread,3,../data/song_mels/acoustic/Kings of Convenience_Misread_part3
acoustic,48000,Leonard Cohen,16460348,Famous Blue Raincoat,1,../data/song_mels/acoustic/Leonard Cohen_Famous Blue Raincoat_part1
acoustic,48000,Leonard Cohen,16460348,Famous Blue Raincoat,2,../data/song_mels/acoustic/Leonard Cohen_Famous Blue Raincoat_part2
acoustic,48000,Leonard Cohen,16460348,Famous Blue Raincoat,3,../data/song_mels/acoustic/Leonard Cohen_Famous Blue Raincoat_part3
acoustic,48000,Leonard Cohen,16460348,Famous Blue Raincoat,4,../data/song_mels/acoustic/Leonard Cohen_Famous Blue Raincoat_part4
acoustic,48000,Leonard Cohen,16460348,Famous Blue Raincoat,5,../data/song_mels/acoustic/Leonard Cohen_Famous Blue Raincoat_part5
acoustic,48000,Milow,10224397,Ayo Technology,1,../data/song_mels/acoustic/Milow_Ayo Technology_part1
acoustic,48000,Milow,10224397,Ayo Technology,2,../data/song_mels/acoustic/Milow_Ayo Technology_part2
acoustic,48000,Milow,10224397,Ayo Technology,3,../data/song_mels/acoustic/Milow_Ayo Technology_part3
acoustic,48000,Nick Drake,13955200,One of These Things First,1,../data/song_mels/acoustic/Nick Drake_One of These Things First_part1
acoustic,48000,Nick Drake,13955200,One of These Things First,2,../data/song_mels/acoustic/Nick Drake_One of These Things First_part2
acoustic,48000,Nick Drake,13955200,One of These Things First,3,../data/song_mels/acoustic/Nick Drake_One of These Things First_part3
acoustic,48000,Nick Drake,13955200,One of These Things First,4,../data/song_mels/acoustic/Nick Drake_One of These Things First_part4
acoustic,48000,Nick Drake,5952031,Pink Moon,1,../data/song_mels/acoustic/Nick Drake_Pink Moon_part1
acoustic,48000,Nick Drake,5952031,Pink Moon,2,../data/song_mels/acoustic/Nick Drake_Pink Moon_part2
acoustic,48000,Nick Drake,11254830,Things Behind the Sun,1,../data/song_mels/acoustic/Nick Drake_Things Behind the Sun_part1
acoustic,48000,Nick Drake,11254830,Things Behind the Sun,2,../data/song_mels/acoustic/Nick Drake_Things Behind the Sun_part2
acoustic,48000,Nick Drake,11254830,Things Behind the Sun,3,../data/song_mels/acoustic/Nick Drake_Things Behind the Sun_part3
acoustic,48000,Oasis,13330669,Wonderwall,1,../data/song_mels/acoustic/Oasis_Wonderwall_part1
acoustic,48000,Oasis,13330669,Wonderwall,2,../data/song_mels/acoustic/Oasis_Wonderwall_part2
